raw,lowerCase,noPunctuation,tokenize,removedStopWords,lemmatizedWords,finalData
"Prepare to be dazzled by the radiant charm of Luna! With her infectious energy and magnetic stage presence, she'll captivate your heart and soul.
","prepare to be dazzled by the radiant charm of luna! with her infectious energy and magnetic stage presence, she'll captivate your heart and soul.
","prepare to be dazzled by the radiant charm of luna with her infectious energy and magnetic stage presence shell captivate your heart and soul
","['prepare', 'to', 'be', 'dazzled', 'by', 'the', 'radiant', 'charm', 'of', 'luna', 'with', 'her', 'infectious', 'energy', 'and', 'magnetic', 'stage', 'presence', 'shell', 'captivate', 'your', 'heart', 'and', 'soul\n']","['prepare', 'dazzled', 'radiant', 'charm', 'luna', 'infectious', 'energy', 'magnetic', 'stage', 'presence', 'shell', 'captivate', 'heart', 'soul\n']","['prepare', 'dazzled', 'radiant', 'charm', 'luna', 'infectious', 'energy', 'magnetic', 'stage', 'presence', 'shell', 'captivate', 'heart', 'soul\n']","prepare dazzled radiant charm luna infectious energy magnetic stage presence shell captivate heart soul
"
"Join us in welcoming Aurora to the stage! With her emotive storytelling and expressive movements, she'll take you on an emotional journey through the music.
","join us in welcoming aurora to the stage! with her emotive storytelling and expressive movements, she'll take you on an emotional journey through the music.
","join us in welcoming aurora to the stage with her emotive storytelling and expressive movements shell take you on an emotional journey through the music
","['join', 'us', 'in', 'welcoming', 'aurora', 'to', 'the', 'stage', 'with', 'her', 'emotive', 'storytelling', 'and', 'expressive', 'movements', 'shell', 'take', 'you', 'on', 'an', 'emotional', 'journey', 'through', 'the', 'music\n']","['join', 'us', 'welcoming', 'aurora', 'stage', 'emotive', 'storytelling', 'expressive', 'movements', 'shell', 'take', 'emotional', 'journey', 'music\n']","['join', 'u', 'welcoming', 'aurora', 'stage', 'emotive', 'storytelling', 'expressive', 'movement', 'shell', 'take', 'emotional', 'journey', 'music\n']","join u welcoming aurora stage emotive storytelling expressive movement shell take emotional journey music
"
"Brace yourselves for the explosive energy of Blaze! With his fierce determination and electrifying presence, he'll ignite the stage with a performance that leaves a lasting impression.
","brace yourselves for the explosive energy of blaze! with his fierce determination and electrifying presence, he'll ignite the stage with a performance that leaves a lasting impression.
","brace yourselves for the explosive energy of blaze with his fierce determination and electrifying presence hell ignite the stage with a performance that leaves a lasting impression
","['brace', 'yourselves', 'for', 'the', 'explosive', 'energy', 'of', 'blaze', 'with', 'his', 'fierce', 'determination', 'and', 'electrifying', 'presence', 'hell', 'ignite', 'the', 'stage', 'with', 'a', 'performance', 'that', 'leaves', 'a', 'lasting', 'impression\n']","['brace', 'explosive', 'energy', 'blaze', 'fierce', 'determination', 'electrifying', 'presence', 'hell', 'ignite', 'stage', 'performance', 'leaves', 'lasting', 'impression\n']","['brace', 'explosive', 'energy', 'blaze', 'fierce', 'determination', 'electrifying', 'presence', 'hell', 'ignite', 'stage', 'performance', 'leaf', 'lasting', 'impression\n']","brace explosive energy blaze fierce determination electrifying presence hell ignite stage performance leaf lasting impression
"
"Prepare to be captivated by the enchanting performance of Seraphina! With her delicate grace and ethereal beauty, she'll transport you to another realm.
","prepare to be captivated by the enchanting performance of seraphina! with her delicate grace and ethereal beauty, she'll transport you to another realm.
","prepare to be captivated by the enchanting performance of seraphina with her delicate grace and ethereal beauty shell transport you to another realm
","['prepare', 'to', 'be', 'captivated', 'by', 'the', 'enchanting', 'performance', 'of', 'seraphina', 'with', 'her', 'delicate', 'grace', 'and', 'ethereal', 'beauty', 'shell', 'transport', 'you', 'to', 'another', 'realm\n']","['prepare', 'captivated', 'enchanting', 'performance', 'seraphina', 'delicate', 'grace', 'ethereal', 'beauty', 'shell', 'transport', 'another', 'realm\n']","['prepare', 'captivated', 'enchanting', 'performance', 'seraphina', 'delicate', 'grace', 'ethereal', 'beauty', 'shell', 'transport', 'another', 'realm\n']","prepare captivated enchanting performance seraphina delicate grace ethereal beauty shell transport another realm
"
"Get ready to be mesmerized by the dynamic choreography of Nova! With her fluid movements and hypnotic stage presence, she'll leave you spellbound.
","get ready to be mesmerized by the dynamic choreography of nova! with her fluid movements and hypnotic stage presence, she'll leave you spellbound.
","get ready to be mesmerized by the dynamic choreography of nova with her fluid movements and hypnotic stage presence shell leave you spellbound
","['get', 'ready', 'to', 'be', 'mesmerized', 'by', 'the', 'dynamic', 'choreography', 'of', 'nova', 'with', 'her', 'fluid', 'movements', 'and', 'hypnotic', 'stage', 'presence', 'shell', 'leave', 'you', 'spellbound\n']","['get', 'ready', 'mesmerized', 'dynamic', 'choreography', 'nova', 'fluid', 'movements', 'hypnotic', 'stage', 'presence', 'shell', 'leave', 'spellbound\n']","['get', 'ready', 'mesmerized', 'dynamic', 'choreography', 'nova', 'fluid', 'movement', 'hypnotic', 'stage', 'presence', 'shell', 'leave', 'spellbound\n']","get ready mesmerized dynamic choreography nova fluid movement hypnotic stage presence shell leave spellbound
"
"Step into the spotlight and let the infectious energy of Apollo sweep you off your feet! With his charismatic persona and smooth dance moves, he'll have you grooving in no time.
","step into the spotlight and let the infectious energy of apollo sweep you off your feet! with his charismatic persona and smooth dance moves, he'll have you grooving in no time.
","step into the spotlight and let the infectious energy of apollo sweep you off your feet with his charismatic persona and smooth dance moves hell have you grooving in no time
","['step', 'into', 'the', 'spotlight', 'and', 'let', 'the', 'infectious', 'energy', 'of', 'apollo', 'sweep', 'you', 'off', 'your', 'feet', 'with', 'his', 'charismatic', 'persona', 'and', 'smooth', 'dance', 'moves', 'hell', 'have', 'you', 'grooving', 'in', 'no', 'time\n']","['step', 'spotlight', 'let', 'infectious', 'energy', 'apollo', 'sweep', 'feet', 'charismatic', 'persona', 'smooth', 'dance', 'moves', 'hell', 'grooving', 'time\n']","['step', 'spotlight', 'let', 'infectious', 'energy', 'apollo', 'sweep', 'foot', 'charismatic', 'persona', 'smooth', 'dance', 'move', 'hell', 'grooving', 'time\n']","step spotlight let infectious energy apollo sweep foot charismatic persona smooth dance move hell grooving time
"
"Prepare to be transported to a world of rhythm and motion with Echo! With his seamless transitions and effortless elegance, he'll guide you through a dance extravaganza.
","prepare to be transported to a world of rhythm and motion with echo! with his seamless transitions and effortless elegance, he'll guide you through a dance extravaganza.
","prepare to be transported to a world of rhythm and motion with echo with his seamless transitions and effortless elegance hell guide you through a dance extravaganza
","['prepare', 'to', 'be', 'transported', 'to', 'a', 'world', 'of', 'rhythm', 'and', 'motion', 'with', 'echo', 'with', 'his', 'seamless', 'transitions', 'and', 'effortless', 'elegance', 'hell', 'guide', 'you', 'through', 'a', 'dance', 'extravaganza\n']","['prepare', 'transported', 'world', 'rhythm', 'motion', 'echo', 'seamless', 'transitions', 'effortless', 'elegance', 'hell', 'guide', 'dance', 'extravaganza\n']","['prepare', 'transported', 'world', 'rhythm', 'motion', 'echo', 'seamless', 'transition', 'effortless', 'elegance', 'hell', 'guide', 'dance', 'extravaganza\n']","prepare transported world rhythm motion echo seamless transition effortless elegance hell guide dance extravaganza
"
"Join us in welcoming Luna to the dance floor! With her captivating allure and irresistible charm, she'll enchant you from the first step to the last.
","join us in welcoming luna to the dance floor! with her captivating allure and irresistible charm, she'll enchant you from the first step to the last.
","join us in welcoming luna to the dance floor with her captivating allure and irresistible charm shell enchant you from the first step to the last
","['join', 'us', 'in', 'welcoming', 'luna', 'to', 'the', 'dance', 'floor', 'with', 'her', 'captivating', 'allure', 'and', 'irresistible', 'charm', 'shell', 'enchant', 'you', 'from', 'the', 'first', 'step', 'to', 'the', 'last\n']","['join', 'us', 'welcoming', 'luna', 'dance', 'floor', 'captivating', 'allure', 'irresistible', 'charm', 'shell', 'enchant', 'first', 'step', 'last\n']","['join', 'u', 'welcoming', 'luna', 'dance', 'floor', 'captivating', 'allure', 'irresistible', 'charm', 'shell', 'enchant', 'first', 'step', 'last\n']","join u welcoming luna dance floor captivating allure irresistible charm shell enchant first step last
"
"Step into the rhythm of the night with Stella! With her enchanting grace and mesmerizing movements, she'll transport you to a world of dance magic.
","step into the rhythm of the night with stella! with her enchanting grace and mesmerizing movements, she'll transport you to a world of dance magic.
","step into the rhythm of the night with stella with her enchanting grace and mesmerizing movements shell transport you to a world of dance magic
","['step', 'into', 'the', 'rhythm', 'of', 'the', 'night', 'with', 'stella', 'with', 'her', 'enchanting', 'grace', 'and', 'mesmerizing', 'movements', 'shell', 'transport', 'you', 'to', 'a', 'world', 'of', 'dance', 'magic\n']","['step', 'rhythm', 'night', 'stella', 'enchanting', 'grace', 'mesmerizing', 'movements', 'shell', 'transport', 'world', 'dance', 'magic\n']","['step', 'rhythm', 'night', 'stella', 'enchanting', 'grace', 'mesmerizing', 'movement', 'shell', 'transport', 'world', 'dance', 'magic\n']","step rhythm night stella enchanting grace mesmerizing movement shell transport world dance magic
"
"Brace yourselves for the explosive energy of Blaze! With his dynamic choreography and fiery passion, he'll set the stage ablaze with a performance that ignites the soul.
","brace yourselves for the explosive energy of blaze! with his dynamic choreography and fiery passion, he'll set the stage ablaze with a performance that ignites the soul.
","brace yourselves for the explosive energy of blaze with his dynamic choreography and fiery passion hell set the stage ablaze with a performance that ignites the soul
","['brace', 'yourselves', 'for', 'the', 'explosive', 'energy', 'of', 'blaze', 'with', 'his', 'dynamic', 'choreography', 'and', 'fiery', 'passion', 'hell', 'set', 'the', 'stage', 'ablaze', 'with', 'a', 'performance', 'that', 'ignites', 'the', 'soul\n']","['brace', 'explosive', 'energy', 'blaze', 'dynamic', 'choreography', 'fiery', 'passion', 'hell', 'set', 'stage', 'ablaze', 'performance', 'ignites', 'soul\n']","['brace', 'explosive', 'energy', 'blaze', 'dynamic', 'choreography', 'fiery', 'passion', 'hell', 'set', 'stage', 'ablaze', 'performance', 'ignites', 'soul\n']","brace explosive energy blaze dynamic choreography fiery passion hell set stage ablaze performance ignites soul
"
"Prepare to be enchanted by the graceful movements of Luna! With her ethereal beauty and captivating presence, she'll whisk you away on a dance journey filled with wonder.
","prepare to be enchanted by the graceful movements of luna! with her ethereal beauty and captivating presence, she'll whisk you away on a dance journey filled with wonder.
","prepare to be enchanted by the graceful movements of luna with her ethereal beauty and captivating presence shell whisk you away on a dance journey filled with wonder
","['prepare', 'to', 'be', 'enchanted', 'by', 'the', 'graceful', 'movements', 'of', 'luna', 'with', 'her', 'ethereal', 'beauty', 'and', 'captivating', 'presence', 'shell', 'whisk', 'you', 'away', 'on', 'a', 'dance', 'journey', 'filled', 'with', 'wonder\n']","['prepare', 'enchanted', 'graceful', 'movements', 'luna', 'ethereal', 'beauty', 'captivating', 'presence', 'shell', 'whisk', 'away', 'dance', 'journey', 'filled', 'wonder\n']","['prepare', 'enchanted', 'graceful', 'movement', 'luna', 'ethereal', 'beauty', 'captivating', 'presence', 'shell', 'whisk', 'away', 'dance', 'journey', 'filled', 'wonder\n']","prepare enchanted graceful movement luna ethereal beauty captivating presence shell whisk away dance journey filled wonder
"
